Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
2.01301E+11,8,otc alterations permit,1/2/2013,1431,15,269,,02nd,Av,,,kitchen remodel in kind. work at unit,complete,3/15/2013,1/2/2013,1/2/2013,3/15/2013,1/2/2013,,2,2,,,12/28/2013,7500,9000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,1,Inner Richmond,94118,"(37.7836823771584, -122.46050289351274)",1.29221E+11
2.01301E+11,8,otc alterations permit,1/3/2013,263,11,101,,California,St,,,ste #2750:  add one new speaker and 2 strobes to existing fire alarm system; relocate one speaker and one strobe light,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,48,48,,Y,12/29/2013,2500,2500,office,,office,,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79294896659241, -122.39809861435491)",1.29221E+11
2.01301E+11,8,otc alterations permit,1/3/2013,5395,39,63,,Ledyard,St,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,5000,5000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.733057694447815, -122.40153453318982)",1.29221E+12
2.01301E+11,3,additions alterations or repairs,1/3/2013,3077,35,54,,San Jacinto,Wy,,,add 10'x42' deck @ second floor deck w/ steps to ground.,complete,2/4/2015,1/3/2013,8/22/2013,2/4/2015,10/2/2014,Y,2,2,,,8/17/2014,12000,26600,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),Y,7,West of Twin Peaks,94127,"(37.73382213394958, -122.46326158518492)",1.29221E+12
M364447,8,otc alterations permit,1/3/2013,2901A,2,155,,Teresita,Bl,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,7,West of Twin Peaks,94127,"(37.74318176462879, -122.45083845631687)",1.29221E+12
2.01301E+11,8,otc alterations permit,1/3/2013,918,7,2245,,Beach,St,,,"kitchen-full remodel, no wall hanges (replace in-kind, same location), half bath - replace wall tile, vanity, toilet, faucets, vanity lights and exhaust fan, aster bath: replace vanity light & exhaust fan, dry rot repair, repair dry rot in iving room windows 9around windows)",complete,2/27/2013,1/3/2013,1/3/2013,2/27/2013,1/3/2013,,3,3,,,12/29/2013,18000,35000,apartments,6,apartments,6,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.80311668327868, -122.44596994909435)",1.29222E+11
2.01301E+11,8,otc alterations permit,1/3/2013,1004,21,2088,,Broderick,St,,,"unit #7:  install 1 vinyl window in kind into existing frames. no change in size or location. window does not face the street.  if applicable, bedroom windows will comply with sec cbc 1026 for rescue. all windows will be double pane and have a u-factor of .30",complete,9/6/2013,1/3/2013,1/4/2013,9/6/2013,1/4/2013,,3,3,,,12/30/2013,420,420,apartments,7,apartments,7,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.78945235131172, -122.44226390734244)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3707,51,685,,Market,St,,,"suite #420:building new non structural partitions, new  doors and frames. mechanical, electrical, fire alarm and fire sprinkler under seperate permit.",complete,3/25/2013,1/3/2013,1/3/2013,3/25/2013,1/3/2013,,11,11,,,12/19/2015,145627,180000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.787646036408844, -122.40275877787255)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2884,24,125,,Dorantes,Av,,,"install 8 vinyl windows in kind into existing frames, no change in size or location. windows do not face the street. if applicable, bedrm windows will comply with sec cbc1026 for rescue. all windows will be double pane and have a u factor of .30",complete,3/5/2013,1/3/2013,1/4/2013,3/5/2013,1/4/2013,,2,2,,,12/30/2013,4480,4500,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94116,"(37.745434020602616, -122.46381922134653)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,941,32,2807,,Greenwich,St,,,"install 2 vinyl windows in kind into existing frames, no change in size or location. windows do not face the street. if applicable bedroom windows will comply with section cbc1026 for rescue. all windows will be double pane and have a u-factor of .30",issued,1/4/2013,1/3/2013,1/4/2013,,1/4/2013,,2,2,,,12/30/2013,885,885,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.79747615483973, -122.44616283052588)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,7118,37,162,,Ramsell,St,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,6780,7000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94132,"(37.71364589308639, -122.46591462115548)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,6968,48,152,,Bertita,St,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,6500,6500,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,11,Outer Mission,94112,"(37.71906395550601, -122.44027458134497)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3090,3,433,,Congo,St,,,replace siding at rear & south side 600ft no visual from street 1x10 cove redwood.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,2,2,,,12/29/2013,12000,12000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94131,"(37.7328296739347, -122.44230676739917)",1.29222E+12
M364468,8,otc alterations permit,1/3/2013,604,23,2330,,Webster,St,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79230679872476, -122.43258142874399)",1.29222E+11
2.01301E+11,8,otc alterations permit,1/3/2013,3708,28,71,,Stevenson,St,,,3rd floor:relocate extg speaker/strobes on the 3rd floor to new layout. t.i. app#201211083865.,complete,2/13/2013,1/3/2013,1/3/2013,2/13/2013,1/3/2013,,25,25,,Y,12/29/2013,8000,8000,office,,office,,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.7893842722688, -122.39965909072765)",1.29222E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3750,79,633,,Folsom,St,,,add relay module to control (n) door holders & to 1st fl cafe doors.,complete,10/7/2013,1/3/2013,1/3/2013,10/7/2013,1/3/2013,,8,8,,Y,12/29/2013,3000,3000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94107,"(37.78447130006642, -122.39718137365679)",1.29223E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3751,157,370,,03rd,St,,,"add new speak/strobe to conference room, break room & open office areas.  add new smoke & duct detectors to new fsd's. bldg pa# 201210242754",complete,4/23/2013,1/3/2013,1/3/2013,4/23/2013,1/3/2013,,7,7,,Y,12/29/2013,7000,7000,office,,office,,2,,1,constr type 1,1,constr type 1,,6,South of Market,94107,"(37.782701643645574, -122.3983287790941)",1.29223E+12
2.01301E+11,3,additions alterations or repairs,1/3/2013,7295,21,3251,,20th,Av,,,gap retail store at 1 story. tenant improvement-change rooms at retail. fire alarm & fire sprinkler under separate permit.,complete,6/26/2013,1/3/2013,3/25/2013,6/26/2013,3/25/2013,,2,2,,,3/9/2016,800000,800000,retail sales,,retail sales,,2,,1,constr type 1,1,constr type 1,,7,Lakeshore,94132,"(37.728556952954136, -122.47676641508518)",1.29223E+12
2.01301E+11,8,otc alterations permit,1/3/2013,8711,25,1155,,04th,St,,,"revision to approved pa# 201108041792/s2. change previously approved 3-hr wall assembly to a revised 3-hr fire wall assembly per ga file no. asw 2600 (fire test: whi-495-0393, 1-14-82) in compliance with 2010 cbc section 706.1.",complete,10/1/2014,1/3/2013,1/4/2013,10/1/2014,1/4/2013,,6,6,,,12/30/2013,1,1,apartments,147,apartments,147,2,,1,constr type 1,1,constr type 1,,6,Mission Bay,94158,"(37.7732579364227, -122.39093852983534)",1.29223E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3721,3,100,,01st,St,,,create & produce 3 evacuation map signs on 1st fl,complete,4/24/2013,1/3/2013,1/3/2013,4/24/2013,1/3/2013,,26,26,,Y,12/29/2013,1500,1500,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.789374471306374, -122.39745214939347)",1.29223E+12
2.01301E+11,8,otc alterations permit,1/3/2013,0222A,70,1170,,Sacramento,St,19,B,"relocate existing 3"" dry fire standpipe above new ceiling (within unit b).  ref. pa# 2012-0228-4991. tenant improvement.",complete,1/24/2014,1/3/2013,1/3/2013,1/24/2014,1/3/2013,,19,19,,Y,12/29/2013,2700,3000,apartments,72,apartments,72,2,,1,constr type 1,1,constr type 1,,3,Nob Hill,94108,"(37.792930483957214, -122.41218961797485)",1.29223E+12
2.01301E+11,3,additions alterations or repairs,1/3/2013,518,26,3150,,Buchanan,St,,,"provide new dormers. convert 3rd floor storage to habitable space. remodel 2nd floor including new kitchen. convert storage at 1st floor into bedroom, bath and media room. convert storage area into decks at rear.",complete,9/16/2013,1/3/2013,2/7/2013,9/16/2013,2/7/2013,Y,3,3,,,1/23/2016,380000,380000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.799126388518424, -122.43226163212258)",1.29223E+11
2.01301E+11,8,otc alterations permit,1/3/2013,239,9,400,,Montgomery,St,,,"ti pa#201212115901. addition of 3 notification devices (2 strobes & 1 horn/strobe), 2 smoke detectors & relocation of (e) smoke detector.",issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,12,12,,Y,12/29/2013,5000,5000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.793147751871814, -122.40256703839101)",1.29223E+11
2.01301E+11,8,otc alterations permit,1/3/2013,208,28,655,,Montgomery,St,,,suite 1150 and 1155: relocate 18 pendants and remove 5 pendants. ref app#201212055494,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,25,25,,Y,12/29/2013,6119,6119,office,33,office,33,2,,1,constr type 1,1,constr type 1,,3,Chinatown,94111,"(37.795235531615674, -122.40360698115164)",1.29223E+11
M364487,8,otc alterations permit,1/3/2013,978,15,2719,,Pacific,Av,,,street space permit,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79237332162836, -122.4402613578103)",1.29223E+11
2.01301E+11,8,otc alterations permit,1/3/2013,4147,23,2533,,Harrison,St,,,remodel (e) bathroom & remove (e) stair to garage to enlarge bathroom. relocate toilet. no changes to exterior & interior partition & finish work only.,complete,2/20/2013,1/3/2013,1/9/2013,2/20/2013,1/9/2013,,3,3,,,1/4/2014,20000,20000,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75638253964195, -122.41194245130254)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,270,2,335,,Kearny,St,,,reference to pa# 1273944.  install of ul 300 hood & duct fire system.,complete,2/19/2013,1/3/2013,1/3/2013,2/19/2013,1/3/2013,,7,7,,Y,12/29/2013,2000,2000,food/beverage hndlng,,food/beverage hndlng,,2,,5,wood frame (5),5,wood frame (5),,3,Financial District/South Beach,94108,"(37.79131508453337, -122.40435004245884)",1.29224E+12
M364488,8,otc alterations permit,1/3/2013,980,9,2928,,Washington,St,,,street space permit,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,2,Pacific Heights,94115,"(37.79086664565141, -122.44156510296679)",1.29224E+11
2.01301E+11,8,otc alterations permit,1/3/2013,240,20,550,,California,St,0,,"11th floor:remodel of all outlined area, consisting of 6 relocated pendents, 1 added pendent and 1 removed pendent. ref app#201210242704",complete,1/22/2013,1/3/2013,1/3/2013,1/22/2013,1/3/2013,,14,14,,Y,12/29/2013,3967,3967,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79323393028851, -122.40366760438968)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3708,28,71,,Stevenson,St,,,2nd and 3rd floor:relocate 11 sprinklers. add 14 sprinkler. ref app#201211083865,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,30,30,,Y,12/29/2013,13639,13639,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.7893842722688, -122.39965909072765)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2196,47,1225,,Quintara,St,,,voluntary lateral strengthening,filed,1/3/2013,1/3/2013,,,,,,,,,,,,,,,,2,,,,,,,4,Sunset/Parkside,94116,"(37.74831793321539, -122.4787003486721)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,259,26,555,,California,St,0,,"19th floor:remodel of all outlined areas, consisting of 74 relocated pendents, 12 added pendents and 6 removed pendents. ref app#201212055478",issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,53,53,,Y,12/29/2013,21626,21626,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79226164705184, -122.4034859571375)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2196,47,1225,,Quintara,St,,,voluntary lateral strengthening in garage,complete,1/9/2013,1/3/2013,1/3/2013,1/9/2013,1/3/2013,,2,2,,,12/29/2013,4000,4000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.74831793321539, -122.4787003486721)",1.29224E+12
M364507,8,otc alterations permit,1/3/2013,2657,4,136,,Ord,St,,,street space permit,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.76153046446301, -122.44044309749066)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3558,148,2187,,Market,St,2,,"provide new 5 feet opening in extg interior wall in ""m spa"" located at 2187 market st only. no exterior alteration.",complete,5/13/2013,1/3/2013,2/1/2013,5/13/2013,2/1/2013,,4,4,,,1/27/2014,5000,5000,barber/beauty salon,9,barber/beauty salon,9,2,,1,constr type 1,1,constr type 1,,8,Castro/Upper Market,94114,"(37.765796331506394, -122.43058780170773)",1.29224E+12
2.01301E+11,8,otc alterations permit,1/3/2013,4710,81,845,,Mendell,St,,,replace 6 windows. retrofit installation. aluminum to vinyl. all styles like for like. no windows on property line.,complete,6/11/2013,1/3/2013,1/3/2013,6/11/2013,1/3/2013,,3,3,,,12/29/2013,3000,3000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.73773651688426, -122.38713200063818)",1.29225E+12
2.01301E+11,8,otc alterations permit,1/3/2013,259,26,555,,California,St,,,40th floor:tenant improvement on 40th floor to demo existing millwork and construct non load bearing partitions in current tenant space. elec/mech to be submitted separately,complete,4/19/2013,1/3/2013,1/18/2013,4/19/2013,1/18/2013,,52,52,,,1/3/2016,100000,120000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79226164705184, -122.4034859571375)",1.29225E+11
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 604:  to obtain final inspection for work approved under pa # 200705161412.  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29225E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3705,49,845,,Market,St,,,7th floor-revision to app#201208086821 to change anchor bolt detail on page s-1,complete,4/3/2013,1/3/2013,1/9/2013,4/3/2013,1/9/2013,,9,9,,,1/4/2014,1,1,retail sales,0,retail sales,0,2,,1,constr type 1,1,constr type 1,,6,South of Market,94103,"(37.78409697317651, -122.40610191652476)",1.29225E+12
M364508,8,otc alterations permit,1/3/2013,2627,1,101,,Lower,Tr,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.76304675597241, -122.44172133662688)",1.29225E+12
M364508,8,otc alterations permit,1/3/2013,2627,1,103,,Lower,Tr,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,8,Castro/Upper Market,94114,"(37.76304675597241, -122.44172133662688)",1.29225E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2036B,16,1774,,14th,Av,,,replace 17 windows. retrofit installation. wood to milgard like for like in size and location. windows visible from street. property line windows but like for like. will comply with egress code.,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,12000,12000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,Inner Sunset,94122,"(37.75493994137551, -122.47085537242259)",1.29225E+12
2.01301E+11,8,otc alterations permit,1/3/2013,489,36,2231,,Chestnut,St,,,revision to approved pa# 201202083840.  to address nov# 201281214 to increase plumbng count.  this permit is to change layout to previouly approved plans.,complete,2/8/2013,1/3/2013,1/10/2013,2/8/2013,1/10/2013,,1,1,,,1/5/2014,12000,12000,food/beverage hndlng,,food/beverage hndlng,,2,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.80005175187025, -122.44001383013675)",1.29225E+12
2.01301E+11,8,otc alterations permit,1/3/2013,5721,21,355,,Richland,Av,,,"repair dry rot around front window, repair waterproof membrane around window, repair in kind",complete,3/22/2013,1/3/2013,1/3/2013,3/22/2013,1/3/2013,,1,1,,,12/29/2013,3000,3000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,9,Bernal Heights,94110,"(37.73590152540919, -122.41827542672209)",1.29225E+12
2.01301E+11,8,otc alterations permit,1/3/2013,1742,34,1220,,09th,Av,,,1)add new sushi bar per plan. 2)upgrade extg restroom to accessible. 3)renovation at bar area.,complete,6/24/2013,1/3/2013,1/15/2013,6/24/2013,1/15/2013,,2,2,,,1/10/2014,50000,50000,food/beverage hndlng,1,food/beverage hndlng,1,2,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.765501505876266, -122.46608376737706)",1.29226E+12
2.01301E+11,8,otc alterations permit,1/3/2013,262,13,255,,California,St,,,"tenant improement on 14th fl to construct new partitions, doors, millwork, glazing, finishes in vacant tenant space,mech, elec plumbing included. sprinkerls and fire alarms separate permit. mnofr demo to upgrade elevator lobby finishes",complete,6/20/2013,1/3/2013,2/1/2013,6/20/2013,2/1/2013,,14,14,,,1/17/2016,1000000,1000000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.792963154141944, -122.39951135170627)",1.29226E+11
M364527,8,otc alterations permit,1/3/2013,1660,25,4152,,Fulton,St,,,street space permit & sidewalk permit.,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,1,Outer Richmond,94121,"(37.773101907150625, -122.47652763342856)",1.29226E+12
2.01301E+11,8,otc alterations permit,1/3/2013,5331,53,2019,,Palou,Av,,,repair a leaking roof.,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,2000,2000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,10,Bayview Hunters Point,94124,"(37.738228589014376, -122.39893240682059)",1.29226E+12
M364528,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29226E+12
M364529,8,otc alterations permit,1/3/2013,3646,21,3549,,23rd,St,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,8,Mission,94110,"(37.75336211953983, -122.42238854541917)",1.29226E+12
M364530,8,otc alterations permit,1/3/2013,2746,9,236,,Romain,St,,,street space and sidewalk repair,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,8,Twin Peaks,94114,"(37.75618300233451, -122.44198812618606)",1.29226E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3793,5,88,,King,St,0,C,remove & relocate (1) door holder & (1) wall speaker/strobe in common area.,complete,1/15/2013,1/3/2013,1/3/2013,1/15/2013,1/3/2013,,14,14,,Y,12/29/2013,1000,1000,apartments,233,apartments,233,2,,1,constr type 1,1,constr type 1,,6,Mission Bay,94107,"(37.7806302292312, -122.38962547910893)",1.29226E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2612,23,2440,,15th,St,0,,for documentation purposes only.  this is to confirm that no work occured on pa# 200408050743.  project abondond.,complete,1/15/2013,1/3/2013,1/3/2013,1/15/2013,1/3/2013,,3,3,,,12/29/2013,1,1,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.766229526426436, -122.43759465762481)",1.29226E+12
M364547,8,otc alterations permit,1/3/2013,320,20,837,,Geary,St,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,6,Tenderloin,94109,"(37.785946051113186, -122.41706746774267)",1.29226E+12
M364567,8,otc alterations permit,1/3/2013,3961,20,311,,Potrero,Av,,,street space permit,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,10,Mission,94103,"(37.76551132536117, -122.40717723579117)",1.29227E+12
2.01301E+11,3,additions alterations or repairs,1/3/2013,3741,32,201,,Spear,St,,,"interior ti  to (e) office space  on floors 8 & 9.  work to include new conference rooms, pantry food prep room & communicating stairs connecting the 8th & 9th. includes mechanical and electrical. floors 8-9 becoming one zone for mechanical and fire alarm. sprinlers & fire alarm sep. permit.",complete,10/28/2014,1/3/2013,4/17/2013,10/28/2014,4/17/2013,,18,18,,,4/1/2016,1500000,1970000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.79113727520808, -122.3918431520571)",1.29227E+12
M364568,8,otc alterations permit,1/3/2013,3727,74,647,,Minna,St,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,20,,,,,,,,,,,,6,South of Market,94103,"(37.77779688692988, -122.41137469845343)",1.29227E+12
M364568,8,otc alterations permit,1/3/2013,3727,74,649,,Minna,St,0,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,20,,,,,,,,,,,,6,South of Market,94103,"(37.77779688692988, -122.41137469845343)",1.29227E+12
2.01301E+11,8,otc alterations permit,1/3/2013,535,29,2325,,Filbert,St,,,replace (e) exterior service stair in kind.,complete,3/28/2013,1/3/2013,2/19/2013,3/28/2013,2/19/2013,,3,3,,,2/14/2014,4500,4500,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.797469404717916, -122.43776016525479)",1.29227E+11
2.01301E+11,8,otc alterations permit,1/3/2013,535,29,2327,A,Filbert,St,,,replace (e) exterior service stair in kind.,complete,3/28/2013,1/3/2013,2/19/2013,3/28/2013,2/19/2013,,3,3,,,2/14/2014,4500,4500,2 family dwelling,2,2 family dwelling,2,2,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.797469404717916, -122.43776016525479)",1.29227E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2349,18,1030,,Taraval,St,,,replace (e) support beam & posts & remove (e) non-bearing walls at ground fl per plan.,complete,9/27/2013,1/3/2013,1/4/2013,9/27/2013,1/4/2013,,1,1,,,12/30/2013,4000,7000,office,0,office,0,2,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.743222096018684, -122.47740419386784)",1.29227E+12
2.01301E+11,8,otc alterations permit,1/3/2013,7083,21,50,,Monticello,St,,,reroofing,complete,8/20/2013,1/3/2013,1/3/2013,8/20/2013,1/3/2013,,2,2,,,12/29/2013,15000,15000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94132,"(37.71580667926818, -122.47052048862376)",1.29227E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3596,57,273,,Lexington,St,,,unit b:  remove partition wall at kitchen on third fl. add seismic reinforcing from third fl to basement.,issued,6/7/2013,1/3/2013,6/7/2013,,6/7/2013,,2,2,,,6/2/2014,10000,10000,apartments,4,apartments,4,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75905231127001, -122.42034724461722)",1.29227E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2440,7,2527,,39th,Av,,,reroofing,complete,1/24/2013,1/3/2013,1/3/2013,1/24/2013,1/3/2013,,2,2,,,12/29/2013,9000,9000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94116,"(37.73967349911563, -122.49727443125326)",1.29227E+12
2.01301E+11,8,otc alterations permit,1/3/2013,7277,31,111,,Country Club,Dr,,,remodeling 2nd floor bathroom,complete,2/20/2013,1/3/2013,1/3/2013,2/20/2013,1/3/2013,,2,2,,,12/29/2013,12000,12000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,7,Sunset/Parkside,94132,"(37.730331988215646, -122.4962528865126)",1.29228E+12
2.01301E+11,8,otc alterations permit,1/3/2013,520,001B,2847,,Gough,St,,,to comply with physical inspection report #cc-7167,complete,1/4/2013,1/3/2013,1/3/2013,1/4/2013,1/3/2013,,2,2,,,12/29/2013,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.79960736037713, -122.427881244637)",1.29228E+11
2.01301E+11,8,otc alterations permit,1/3/2013,520,001B,2849,,Gough,St,,,to comply with physical inspection report #cc-7167,complete,1/4/2013,1/3/2013,1/3/2013,1/4/2013,1/3/2013,,2,2,,,12/29/2013,1,1,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.79960736037713, -122.427881244637)",1.29228E+12
2.01301E+11,8,otc alterations permit,1/3/2013,235,22,50,,California,St,,,to replace extg dukane audio system with new honeywell xlsidooo fire alarm audio system.,complete,12/9/2013,1/3/2013,1/4/2013,12/9/2013,1/4/2013,,37,37,,Y,12/20/2015,200000,200000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79404330589562, -122.39735981949903)",1.29228E+11
