video_id,trending_date,title,channel_title,category_id,publish_time,tags,views,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,description
7fm7mll2qvg,17.14.11,Sigrid - Strangers (Lyric Video),SigridVEVO,10,2017-11-10T00:00:00.000Z,"Sigrid|""Strangers""|""Island""|""Records""|""Pop""",91776,4604,46,357,https://i.ytimg.com/vi/7fm7mll2qvg/default.jpg,FALSE,FALSE,FALSE,Listen to Strangers here: https://Sigrid.lnk.to/StrangersID\n\nMusic video by Sigrid performing Strangers. (C) 2017 Universal Music Operations Limited\n\nhttp://vevo.ly/PE6pLX
QFfEtKvXMAs,17.14.11,Niall Horan - Too Much To Ask (Acoustic),NiallHoranVEVO,10,2017-11-10T17:00:05.000Z,"Niall Horan|""Niall""|""Horan""|""Too Much To Ask""|""Too Much Too Ask""|""To Much To Ask""|""To Much Too Ask""|""TMTA""|""Too Much To Ask Acoustic""|""Too Much Too Ask Acoustic""|""To Much To Ask Acoustic""|""To Much Too Ask Acoustic""|""TMTA Acoustic""|""Acoustic""|""Acoustic Video""",419341,53572,168,3083,https://i.ytimg.com/vi/QFfEtKvXMAs/default.jpg,FALSE,FALSE,FALSE,Get Niall's album Flicker featuring 'Too Much to Ask' everywhere now: http://niall.to/FlickerYD\n\nFollow Niall:\nhttps://www.facebook.com/Niallofficial/\nhttps://twitter.com/NiallOfficial\nhttps://www.instagram.com/niallhoran/\nhttp://niall.to/websiteYD\n\nMusic video by Niall Horan performing Too Much To Ask. (C) 2017 Neon Haze Music Ltd under exclusive license to Capitol Records\n\nhttp://vevo.ly/bWKUOi\n\nBest of Niall Horan https://goo.gl/ZZfw2b\nNiall Horan - Audio Videos https://goo.gl/wKZzFM\n\nSubscribe for more https://goo.gl/ApUhRc
6RyOsIseJbk,17.14.11,Reading #3,John Conforti,22,2017-11-05T20:43:48.000Z,"Rick Astley|""Never Gonna Give You Up""|""funny wedding""|""funny wedding reading""|""wedding reading""|""funny reading""",422874,4935,177,202,https://i.ytimg.com/vi/6RyOsIseJbk/default.jpg,FALSE,FALSE,FALSE,"A wonderful friend of the bride and groom writes an original piece for their wedding ceremony. \n\nCamera by: Ian Boucher\n\nTo use this video in a commercial player or in broadcasts, please email licensing@storyful.com\n\nFollow Adam on Twitter @adamlauver\n\nFollow Adam (Reader) and John (Groom)'s sketch comedy troupe Happy Time Explosion Show on YouTube: happytimeexplosion"
qEEtzzi1EII,17.14.11,Birthdays - Simon's Cat | GUIDE TO,Simon's Cat,15,2017-11-09T13:34:58.000Z,"cartoon|""simons cat""|""simon's cat""|""simonscat""|""simon tofield""|""simon the cat""|""funny cats""|""cute cats""|""cat fails""|""family friendly""|""animated animals""|""animated cats""|""tofield""|""simon's katze""|""simon""|""cat""|""black and white""|""kitty""|""black and white cat""|""Кот Саймона""|""cat lovers""|""animal (film character)""|""fail""|""funny cat""|""cats""|""cute""|""kitten""|""kittens""|""pets""|""simons cats""|""Cat""|""Simon""|""Tofield""|""cartoons""|""Toons""|""Animated""|""Animation""|""Kitten""|""Funny""|""Humour""|""videos""|""Guide to Birthdays""|""Birthdays Simon's Cat""|""Cat Birthday""",426078,19323,245,945,https://i.ytimg.com/vi/qEEtzzi1EII/default.jpg,FALSE,FALSE,FALSE,"Watch Simon's Cat's Guide To Birthdays! \nSUBSCRIBE HERE - http://bit.ly/scytsubs\nDid you know Simon's Cat will be 10 years old in 2018?\n\nDirected by: Simon Tofield\nConcept, Design & Composition: Liza Nechaeva\nAnimation & Colouring: Jack Sleeman\n\nProducer: Emma Burch\nProduction Manager: Rebecca Warner-Perry\nAssociate Producer: Edwin Eckford\nMusic: Audio Network library\n\nHave you visited the official Simon's Cat website?\nOfficial Website: http://www.simonscat.com\n\nStay connected with Simon's Cat on your favourite websites:\nFacebook: http://facebook.com/simonscat\nGoogle+: http://plus.google.com/+SimonsCat\nTwitter: http://twitter.com/SimonsCat\nInstagram: https://www.instagram.com/simonscatof...\nTumblr: http://simonscat.tumblr.com/\nPinterest: http://pinterest.com/simonscat\n\nWant to see more of our Black & White films? \nCheck out our play list here: http://www.goo.gl/FkqgHw\n\nWant to know more about the history of Simon's Cat?\nWatch the Simon's Cat Story here - http://goo.gl/Vfx2JS \n\nFAQs:\n\nQ. What happen to your crowdfunded film Off to the Vet?\nA: Off to the Vet is now available in FULL on YouTube! Watch it here - https://youtu.be/GTUruS-lnEo\n\nQ. What software do you use?\nA. Simon's Cat was originally made using Adobe Flash. Later films were produced in TV Paint and most recent films are made with CelAction animation software.\n\nQ. Where can I buy Simon’s Cat merchandise?\nA. You can purchase Simon's Cat products from the official web"
rL4WkebTT_U,17.14.11,Where is TOKYO'S GREATEST View?,Abroad in Japan,24,2017-11-09T15:06:34.000Z,"tokyo|""japan""|""skytree""|""metropolitan""|""tower""|""japanese""|""observation""|""odaiba""",151709,9210,71,1103,https://i.ytimg.com/vi/rL4WkebTT_U/default.jpg,FALSE,FALSE,FALSE,Tokyo has some premium romantic views. Let's check them out.\n►Patreon: http://patreon.com/abroadinjapan\n►Tshirts & Merch: http://redbubble.com/people/abroadinjapan
8l_e6bx8UG8,17.14.11,Remy Ma - Wake Me Up (Audio) ft. Lil' Kim,RemyMaVEVO,10,2017-11-08T17:00:00.000Z,"Columbia|""Hip Hop""|""Remy Ma feat. Lil' Kim""|""Wake Me Up""",1231518,32648,6221,9288,https://i.ytimg.com/vi/8l_e6bx8UG8/default.jpg,FALSE,FALSE,FALSE,Remy Ma - Wake Me Up featuring Lil' Kim (Official Audio)\n\nGet Wake Me Up here: http://smarturl.it/WMU \n\nFollow Remy Ma: \nFacebook: https://www.facebook.com/Remy-Ma-1564469653829093/\nInstagram: https://www.instagram.com/remyma/ \nTwitter: https://twitter.com/RealRemyMa
N8U2EPiEbZo,17.14.11,A PRE WEDDING PAMPER | Lydia Elise Millen,Lydia Elise Millen,22,2017-11-09T21:18:34.000Z,"ASOS HAUL|""HAUL""|""LUXURY HAUL""|""DESIGNER HAUL""|""ASOS""|""NET A PORTER HAUL""|""HIGH END HAUL""|""LUXURY""|""FASHION""|""SHOE COLLECTION""|""HANDBAG COLLECTION""|""LYDIA ELISE MILLEN""|""ALI GORDON""|""WEDDING PLANNING""|""GETTING MARRIED""|""BRIDE TO BE""|""WEDDING PREP""|""INSTAGRAM COUPLE""|""COME TO THE SPA WITH ME""|""SPA TRIP""|""VLOGGER""|""VLOGMAS""|""VLOGMAS 2017""|""VLOGMAS 2016""|""DAILY VLOGGER""|""LIFESTYLE VLOG""|""COSEY VLOG""",181351,3946,295,335,https://i.ytimg.com/vi/N8U2EPiEbZo/default.jpg,FALSE,FALSE,FALSE,"MOVING HOUSE AND PLANNING A WEDDING MEANS I NEEDED SOME SERIOUS DOWN TIME.\n\n\n\nThis video contains a paid for promotion.\n___\n\nSUBSCRIBE - https://www.youtube.com/user/lydiamillen\nBLOG - https://www.lydiaelisemillen.com\nTWITTER - https://twitter.com/LydiaEmillen\nINSTAGRAM - https://instagram.com/lydiaemillen\nFACEBOOK - https://www.facebook.com/lydiaelisemillendotcom\nSNAPCHAT - LYDIAEMILLEN\n\n___\nFEATURED PRODUCTS\n\nFind your nearest spa for an ELEMIS treatment: https://www.elemis.com/spa-locator/?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video1\n \nProducts mentioned:\nPro-Collagen Hydra-Gel Eye Masks: https://www.elemis.com/pro-collagen-hydra-gel-eye-masks.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video2\nPro-Collagen Marine Mask: https://www.elemis.com/pro-collagen-marine-mask.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video3\nDynamic Resurfacing Gel Mask: https://www.elemis.com/dynamic-resurfacing-gel-mask.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video4\nFrangipani Monoi Body Oil: https://www.elemis.com/frangipani-monoi-body-oil.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video5\nFortitude Bath & Shower Elixir: https://www.elemis.com/life-elixirs-fortitude-bath-shower-elixir.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video6\nPapaya Enzyme Peel: https://www.elemis.com/papaya-enzyme-peel.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video7\nDe Stress Massage Oil: https://www.elemis.com/de-stress-massage-oil.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video8\nEnergy Vitality Supplements: https://www.elemis.com/body-enhancement-capsules-energy-vitality.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video9\nQuiet Mind Temple Balm: https://www.elemis.com/quiet-mind-temple-balm.html?utm_source=LydiaMillen&utm_medium=referral&utm_campaign=influencers&utm_content=video10\n \n\n___\nWHAT I'M WEARING\n\nVEST - http://rstyle.me/n/ct42utvj2e\nLEGGINGS - PRIMARK LIGHT CONTROL\nCOAT - http://rstyle.me/~a67uM\nSCARF - http://rstyle.me/n/ct42w2vj2e\nBAG - http://rstyle.me/~a67g3\nTRAINERS - http://rstyle.me/~aahYD\nHAPPY WIFEY JUMPER - https://happywifey.com/\nHARRODS PYJAMAS - SIMILAR http://rstyle.me/~aahZu\nDRESSING GOWN - http://rstyle.me/n/csekh3vj2e\nCASHMERE ROBE - http://rstyle.me/~a8F3u\nSWIMSUIT - SIMILAR http://rstyle.me/~aahZY\n                    - http://rstyle.me/n/ct426tvj2e\n\n\n___\n\nYOU CAN SEND ME LETTERS\n \nLydiaelisemillen.com\nPO Box 6355\nMilton Keynes\nMK10 1DX\n___\n\nI USE AFFILIATE LINKS\nYou as a customer do not pay more because I have used an affiliate link, it does not affect you in any way other than a small percentage of the sale may go to the person who generated the link. You pay no more, no less for buying, it's just a couple of pounds goes to the person who influenced sale of the item."
iNsTzqwwioY,17.14.11,How Accurate Are Personality Tests and Horoscopes?,Life Noggin,27,2017-11-09T14:00:03.000Z,"life noggin|""life noggin youtube""|""youtube life noggin""|""life noggin channel""|""education""|""education channel""|""life noggin face reveal""|""edutainment""|""edutainment videos""|""blocko""|""blocko life noggin""|""science""|""technology""|""educational""|""school""|""personality test""|""introvert vs extrovert""|""type a personality""|""type b personality""|""Myers-Briggs Type Indicator""|""Myers Briggs Test""|""MBTI""|""zodiac sign""|""horoscope""|""Barnum Effect""|""introvert""|""extrovert""|""type a vs type b personality""|""C.G. Jung""|""psychology""",269950,11107,212,1580,https://i.ytimg.com/vi/iNsTzqwwioY/default.jpg,FALSE,FALSE,FALSE,"Many people believe in personality tests and horoscopes, but are they based in any science?\nWatch more: What Would Happen If You Never Saw The Sun? ►► https://www.youtube.com/watch?v=7LDsh9dX3F8&index=33&list=PL8L0MzSk_V6JtEDRfRMyb6rFd1acqYSlO\n\nSubscribe: https://bit.ly/SubLifeNoggin | Get your exclusive Life Noggin merch: http://keeponthinking.co \n \nSupport Life Noggin on Patreon: https://patreon.com/LifeNogginStudios \n \nFollow Life Noggin!\nFacebook: https://facebook.com/LifeNoggin/?ref=br_rs\nInstagram: https://instagram.com/lifenoggin/\nTwitter: https://twitter.com/lifenoggin\nOfficial Website: https://lnstudios.co/\n \nWatch More Life Noggin:\nLatest Uploads: https://youtube.com/watch?v=4A6XkYpmidU&list=PL8L0MzSk_V6JtEDRfRMyb6rFd1acqYSlO\nBig Questions: https://youtube.com/watch?v=rJTkHGXMdb0&list=PL8L0MzSk_V6LtaKh-Eqj7Cs4Tmf5iQPx4\nOuter Space: https://youtube.com/watch?v=rJTkHGXMdb0&list=PL8L0MzSk_V6IPWXQvW3Exk9bqGzOdj8Qq\nInside the Human Body: https://youtube.com/watch?v=FVnnM6hZ7Wk&list=PL8L0MzSk_V6JoZQ-Sy3eK2rjiDsamxCQs \nPopular Videos: https://youtube.com/watch?v=1bVfzBD-40E&list=PL8L0MzSk_V6IYeU-cNGR6NYHW19GMiPNy \n \nWe are LIFE NOGGIN! An animated and educational web show designed to teach you all about your awesome life and the brain that makes you able to live it! We answer questions about everything from inside the human body to deep outer space. Stay tuned for more videos on every Monday and Thursday! Keep On Thinking. \n \nLife Noggin Team:\nDirector/Voice: http://lifenogg.in/PatGraziosi \nExecutive Producer - Ian Dokie: http://instagram.com/iandokie \nDirector of Marketing: http://lifenogg.in/JaredOban \nAnimation by: Robert Grisham\nWritten by Paige Finch: https://twitter.com/paigelfinch\n \nSources:\nhttp://psycnet.apa.org/record/1986-11809-001\nhttps://search.proquest.com/openview/7b6e1e28b9dd910ec3f4c72b11ba4534/1?pq-origsite=gscholar&cbl=1818750\nhttp://onlinelibrary.wiley.com/doi/10.1002/1097-4679(197801)34:1%3C94::AID-JCLP2270340122%3E3.0.CO;2-T/epdf?r3_referer=wol&tracking_action=preview_click&show_checkout=1&purchase_referrer=www.google.com&purchase_site_license=LICENSE_DENIED_NO_CUSTOMER\nhttps://www.smithsonianmag.com/smart-news/the-myers-briggs-personality-test-is-pretty-much-meaningless-9359770/\nhttp://www.myersbriggs.org/my-mbti-personality-type/mbti-basics/home.htm?bhcp=1\nhttps://www.truity.com/personality-type/ISTJ/careers\nhttps://www.truity.com/personality-type/ESFP/careers\nhttps://www.ncbi.nlm.nih.gov/pubmed/20435951\nhttp://pages.uoregon.edu/sanjay/bigfive.html#whatisit\nhttps://www.psychologytoday.com/blog/give-and-take/201309/goodbye-mbti-the-fad-won-t-die\nhttp://medical-dictionary.thefreedictionary.com/middle+frontal+gyrus\nhttps://www.britannica.com/topic/Barnum-Effect\nhttp://www.dictionary.com/browse/sign-of-the-zodiac\nhttp://www.astrology-zodiac-signs.com/zodiac-signs/scorpio/\nhttp://www.astrology-zodiac-signs.com/zodiac-signs/capricorn/"
9GqL1DSQDL0,17.14.11,GET READY WITH ME + LILY! (we're so immature bye),makeupbymichaelfinch,26,2017-11-09T22:00:00.000Z,"Lily brown|""michael finch""|""makeupbymichaelfinch""|""candlestuck""|""makeup by michael finch""|""get ready with me lily brown""|""bindi""",332967,22303,700,1523,https://i.ytimg.com/vi/9GqL1DSQDL0/default.jpg,FALSE,FALSE,FALSE,"Hey babes! Happy Friday! It's the WEEKENDDD Here in AUSTRALIA! Hope you all have an amazing weekend and stay safe! We love you guys!\n\nLily's Channel: https://www.youtube.com/user/lilybrown89\n\nSocial Media Outlets!\n\nSubscribe: http://bit.ly/2lmxPyu\n\nTwitter: http://bit.ly/2kKeILE\n\nSnapchat: michaelwearsmac \n\nInstagram: @makeupbymichaelfinch\n\nPersonal Instagram: @michaelfinchprsnl \n\n________________________________________­­______\n\nFor all business enquiries please contact me at: manager@michaelfinch.com.au\n\n________________________________________­­______\n\n\nLilly Lashes: http://bit.ly/2ctw0sA \nDISCOUNT CODE: 'michaelfinch'\n\nOFRA: 'MICHAELFINCHCYA' for 30% Off ALL Ofra!\n\nPO BOX: \nMICHAEL FINCH\nPO BOX 3069\nWEST END, BRISBANE, QLD, 4101.\n\n\nCamera Used to film this video: Canon 70D. \nEditing: Final Cut Pro\nLighting: Umbrella lights (eBay) + Ringlight (eBay)\n\nMusic by Epidemic Sound http://www.epidemicsound.com\nMusic by NCS: https://www.youtube.com/watch?v=5FvBg...\n\nThis video is not sponsored\n\nAll opinions are my own and I would never lie or promote something I didn't like towards my Audience."
OGKchfcd-5w,17.14.11,Big Krit Freestyle With The L.A. Leakers - Freestyle #030,Power 106 Los Angeles,10,2017-11-11T03:53:25.000Z,"power 106 hip hop interviews performance rap los angeles celebrity news|""Hip Hop""|""Hip-Hop""|""West Coast""|""Rap""|""Music""",76940,3872,16,558,https://i.ytimg.com/vi/OGKchfcd-5w/default.jpg,FALSE,FALSE,FALSE,Power 106 YouTube Channel: \nSubscribe Now - http://bit.ly/17Rrvxu\n\nFor more exclusive interviews visit:\nPower 106 Website - http://bit.ly/THwnRX \n\nFind Power 106:\nFacebook - http://bit.ly/TjOLyl \nTwitter - http://bit.ly/12eZ0t2\n\nStream Power 106 - Where Hip Hop Lives:\nListen Live - http://bit.ly/T0chlq
44NYFvhXmW8,17.14.11,Thirty Seconds To Mars - Walk On Water (Official Music Video),ThirtySecondsToMarsVEVO,10,2017-11-08T13:00:00.000Z,"Thirty|""Seconds""|""To""|""Mars""|""Walk""|""On""|""Water""|""to""|""Mars/Interscope""|""Records""|""Alternative""|""Thirty Seconds To Mars""|""Thirty Seconds to Mars Ellen""|""30 seconds to mars ellen""|""mars ellen""|""ellen""|""Walk On Water""|""Thirty Seconds to Mars""|""30 seconds to mars walk on water""|""thirty seconds to mars walk on water""|""mars""|""mars walk on water""|""walk on water vid""|""30 sec to mars""|""30 secs to mars walk on water""|""walk on water video""|""official video""|""vid""",1905487,65854,2442,4490,https://i.ytimg.com/vi/44NYFvhXmW8/default.jpg,FALSE,FALSE,FALSE,"Best of Thirty Seconds To Mars: https://goo.gl/c3H8id\nSubscribe here: https://goo.gl/QaW2fA\n\n\nVirtually everything you are about to see happened on a single day in the United States of America, July 4th, 2017. \n \nOver 10,000 generous and creative people submitted footage - in addition to our 92 professional crews. We filmed in all fifty states, Puerto Rico and D.C. and captured a portrait of this country that is absolutely beautiful, challenging and unforgettable. \n\nA very small selection of that footage you see here. The rest will be part of the documentary film, A DAY IN THE LIFE OF AMERICA (directed by Jared Leto), that is a companion piece to our brand new album. \n\nThe album. The film. The tour. \n\nComing #soon. \n\nThirty Seconds To Mars.\n\nMusic video by Thirty Seconds To Mars performing Walk On Water. (C) 2017 Thirty Seconds to Mars under exclusive license to Interscope Records\n\nhttp://vevo.ly/cGu2fJ"
RYs08kX3Ih4,17.14.11,SECRETS REVEALED! HOW I LAY MY LACE WIGS! | AALIYAHJAY,MsAaliyahJay,26,2017-11-10T01:30:00.000Z,11/8/2017,219030,14303,398,1099,https://i.ytimg.com/vi/RYs08kX3Ih4/default.jpg,FALSE,FALSE,FALSE,Hello Everyone! \n\nI forgot to mention that I sew the back down with a needle and thread. but this wig also comes with combs in the inside. \n\nThis hair is a Brazilian Full lace wig from @BangsNBrows \nProducts I used: \n\nGhost Bond\nThe brush I used for my baby hair is also sold at target. Here is the link: https://www.target.com/p/camryn-s-bff-soft-bristles-hair-brushes-colors-may-vary/-/A-51121178?ref=tgt_adv_XS000000&AFID=google_pla_df&CPNG=PLA_Health+Beauty+Shopping_Brand_Competitor&adgroup=SC_Health+Beauty&LID=700000001170770pgs&network=g&device=c&location=9004041&gclid=EAIaIQobChMI-9-oq-my1wIVBbbACh2VkQuEEAQYAiABEgK9gvD_BwE&gclsrc=aw.ds\n\nTresemme moose \nGot2B glue (amazon)\nElectric hot comb\nFlat iron (Not sure where its from) \n\n\n\n♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ \n\n\nDISCOUNT CODES: \n\n\nPhone Case: Velvet Caviar \nwww.VelvetCaviar.com\nUse code: “AALIYAHXO” for a cute discount! $$ \n\nArtist Couture\nArtistcouture.com\nUse code “Aaliyah” at checkout for $$ off \n\n♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ ♡ \n\n▷ CONNECT WITH ME!\nFOR PROMOTION/ BRAND COLLABORATION ‣ Jennifer@thejgoagency.com\nTWITTER ‣ http://www.twitter.com/AaliyahJay\nINSTAGRAM ‣ https://instagram.com/AaliyahJay\nSNAPCHAT ‣ msaaliyahjay\n\n\n▷ OTHER VIDEOS YOU MIGHT WANT TO SEE:\nEYEBROW ROUTINE » https://www.youtube.com/watch?v=fxDxb7ljO9g\nUPDATED MAKEUP ROUTINE » https://www.youtube.com/watch?v=Yleg6u9Pang\nSTORY TIME » https://www.youtube.com/watch?v=FTuN-PCL6mA
nnrkPRApQg8,17.14.11,KUWTK | Khloe Tries to Help Kourtney & Scott Hash Out Their Drama | E!,E! Entertainment,24,2017-11-09T14:30:53.000Z,"Real Time|""Kim Kardashian""|""Kourtney Kardashian""|""Kanye West""|""Scott Disick""|""Keeping Up with the Kardashians""|""Kardashians""|""Kardashian""|""KUWTK""|""family""|""Kendall Jenner""|""Kylie Jenner""|""New Season""|""E! Entertainment Schedule""|""Celebrity""|""Celeb Gossip""|""Celeb News""|""E! News""|""E! News Now""|""Chelsea Handler""|""The Soup""|""Celebrity News""|""Celebrity Pictures""|""Gossip""|""Giuliana Rancic""|""Chelsea Lately""|""Comedians""|""Comedy""",613492,5376,202,460,https://i.ytimg.com/vi/nnrkPRApQg8/default.jpg,FALSE,FALSE,FALSE,"After not being invited to Khloe Kardashian's b-day, Kourtney and Scott try to settle their drama with Khloe's help. Find out if it works on KUWTK.\n\nSUBSCRIBE: http://bit.ly/Eentsub\n\nAbout Keeping Up With the Kardashians:\nThings change, but this famous family stays the same. Can you keep up with the drama?\n\nConnect with the Kardashians:\nVisit the KUWTK WEBSITE: http://bit.ly/KUWTKweb\nLike KUWTK on FACEBOOK: http://bit.ly/KUWTKfb \nFollow KUWTK on TWITTER: http://bit.ly/KUWTKtwtr \n\nAbout E! Entertainment:\nE! is on the Pulse of Pop Culture, bringing fans the very best original content including reality series, scripted programming, exclusive specials, breaking entertainment news, streaming events and more. Passionate viewers can’t get enough of our Pop Culture hits including Keeping Up with the Kardashians,” “Fashion Police,” “The Royals,” Total Divas” and “Botched.” And with new original programming on the way, fans have even more to love.\n\nConnect with E! Entertainment:\nVisit the E! WEBSITE: http://eonli.ne/1iX6d8n\nLike E! on FACEBOOK: http://on.fb.me/1fzeamg\nCheck out E! on INSTAGRAM: http://bit.ly/EInsta\nFollow E! on TWITTER: http://bit.ly/EEntTwitter\n\nKUWTK | Khloe Tries to Help Kourtney & Scott Hash Out Their Drama | E!\nhttp://www.youtube.com/user/Eentertainment"
eHIY3HNNqzM,17.14.11,The Script - Arms Open (Acoustic) [Audio],TheScriptVEVO,10,2017-11-10T08:00:03.000Z,"the script|""the script new single""|""the script arms open""|""the script arms open acoustic""|""the script arms open acoustic version""|""rain""|""hall of fame""|""breakeven""|""superheroes""|""rain lyrics""|""for the first time""|""the man who can't be moved""|""if you could see me now""|""Arms Open (Acoustic)""|""Columbia""|""Pop""|""The Script""",135337,7158,89,318,https://i.ytimg.com/vi/eHIY3HNNqzM/default.jpg,FALSE,FALSE,FALSE,The Script - Arms Open (Acoustic)\nListen to 'Arms Open (Acoustic) here: http://smarturl.it/ArmsOpenAcoustic?IQid=yt\n'Freedom Child' is available now: http://smarturl.it/FreedomChild?IQid=yt\n\nPlaylist Best of The Script https://goo.gl/4MuiXf\nSubscribe for more https://goo.gl/DxhKUv\n\nSubscribe to The Script on YouTube: http://smarturl.it/TheScriptyts?iqid=yt\nStream The Script's music: http://smarturl.it/ScriptStream?iqid=yt\n\nFollow The Script online:\nFacebook: http://smarturl.it/ScriptFB?iqid=yt\nTwitter: http://smarturl.it/ScriptTwitter?iqid=yt\nInstagram: http://smarturl.it/ScriptInstagram?iqid=yt
gSW2l1z1lKw,17.14.11,THIS WASN'T SUPPOSED TO HAPPEN!! DIY FIREWORKS SHOW,SACCONEJOLYs,22,2017-11-09T18:00:02.000Z,"family|""mom""|""mommy""|""baby""|""children""|""kids""|""mother""|""father""|""dad""|""son""|""daughter""|""home""|""young family""|""sacconejolys""|""video dairy""|""real life""|""reality tv""|""london""|""jonathan""|""joly""|""anna""|""saccone""",113988,6016,231,356,https://i.ytimg.com/vi/gSW2l1z1lKw/default.jpg,FALSE,FALSE,FALSE,"i decided it would be fun to set off some fireworks at home and i ordered the most tame pack because i know Emilia doesnt really like them, she is happy to watch when they are in the sky far away!! but i randomly picked a super noisy and loud one to start with!! ha i think her trust level with me just got lowered! \n\nOrder our book http://amzn.to/2pHY7wA \n\nWatch from the start http://www.sacconejolys.co.uk\n1 YEAR AGO https://www.youtube.com/watch?v=PvRnbUI_vkM&\n2 YEARS AGO https://www.youtube.com/watch?v=KJgUgjYBEn4\n3 YEARS AGO https://www.youtube.com/watch?v=7iveg2Dx6pk\n4 YEARS AGO http://www.youtube.com/watch?v=Ubzca6CyHcU\n5 YEARS AGO https://www.youtube.com/watch?v=BfFq5Wzm9XM\n6 YEARS AGO https://www.youtube.com/watch?v=-tv8CIiuQh8\n7 YEARS AGO https://www.youtube.com/watch?v=Ycupl1xt8x8\n\nWatch our Proposal video\nhttp://www.youtube.com/watch?v=yxQ4Vu02HEs\n\nWatch our wedding video\nhttp://www.youtube.com/watch?v=5UYOQg-aJZw\n\nWatch the birth of our baby girl (Emilia)\nhttp://www.youtube.com/watch?v=uLrNulUx7xc\n\nWatch the birth of our baby boy (Eduardo)\nhttps://www.youtube.com/watch?v=MqU3wGXnV3E\n\nWatch the birth of our baby girl (Alessia)\nhttps://www.youtube.com/watch?v=RVoGKXUE-8k&t\n\nWatch the birth of our Maltese Puppies\nhttp://www.youtube.com/watch?v=2Ex4S4uJMvg\n\nEverything you wanted to know about me before the videos\nhttps://www.youtube.com/watch?v=qnKVnFlRkAk\n\nFriendliest Friends Channel http://www.youtube.com/friendliestfriends\nJonathan's Channel: http://www.youtube.com/jonathanjoly\nAnna's Channel: http://www.youtube.com/thestylediet\n\n- Add Jonathan on Snapchat: sacconejolys\n- Add Anna on Snapchat: asacconejoly\n- Follow Jonathan on Instagram: http://instagram.com/jonathanjoly\n- Follow Anna on Instagram: http://instagram.com/annasaccone\n\nFollow us on TWITTER\nhttp://www.twitter.com/jonathanjoly\nhttp://www.twitter.com/annasaccone\n\nJoin us on FACEBOOK\nhttps://www.facebook.com/JonathanPatrickJoly\n\nCheck out our INSTAGRAM pictures\nhttp://instagram.com/jonathanjoly\nhttp://instagram.com/annasaccone\n\n*******************************\n\nShort History of SACCONEJOLYs\n\nIn 2008 Anna was uploading beauty videos to youtube on her own channel and Jonathan was helping her behind the scenes.\n\nIn late 2009 Jonathan set up this channel because he wanted to do his own youtube videos. What started out as a week experiment to film his life everyday for 7 days in a row has now become SACCONEJOLYS\n\nthis channel was formally known as LeFloofTV but was later changed to SACCONEJOLYs\n\nWhen Jonathan Joly married Anna Saccone they both decided that instead of Anna dropping her family name they would both take each others name and join them together.\n\nThey choose to use SACCONEJOLY rather then JOLYSACCONE simply because it sounded better.\n\nJonathan and Anna Saccone Joly have three children, Emilia Saccone Joly, Eduardo Saccone Joly and Alessia Saccone Joly. they also have six maltese dogs, Albi, Sina, Theo, Bianca, Nivea and Nuvola.\n\nThey moved from Ireland to the UK in 2014.\n\n********************************"
